houseID,roomDescription,roomCode,roomType,replicate,roomUnique,Floor level,#windows,#doors,Floor type,Order,Family,familyLong,numMS,houseAge,acreage,sqFeet,lon,lat,Can100m,Can500m,Imp100m,Imp500m,groundDivAvg,canopyDivAvg,groundCoverAvg,canopyCoverAvg,vegAvg
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Araneae (spiders),Theridiidae (cobweb spiders),Araneae (spiders)_Theridiidae (cobweb spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Araneae (spiders),Un ID family,Araneae (spiders)_Un ID family,1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Diplopoda (millipedes),Un ID family,Diplopoda (millipedes)_Un ID family,1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Diptera (flies),Mycetophilidae (fungus gnats),Diptera (flies)_Mycetophilidae (fungus gnats),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Diptera (flies),Sciaridae (dark winged fungus gnats),Diptera (flies)_Sciaridae (dark winged fungus gnats),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Hemiptera (true bugs),Cicadellidae (leafhoppers),Hemiptera (true bugs)_Cicadellidae (leafhoppers),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,"Hymenoptera (bees, wasps, ants)",Eulophidae (chalcid wasps),"Hymenoptera (bees, wasps, ants)_Eulophidae (chalcid wasps)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,"Isopoda (woodlice, pillbugs, roly-poly's)",Porcellionidae (woodlice),"Isopoda (woodlice, pillbugs, roly-poly's)_Porcellionidae (woodlice)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,Isoptera (termites),Rhinotermitidae (subterranean termites),Isoptera (termites)_Rhinotermitidae (subterranean termites),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,"Lepidoptera (moths, butterflies)",Pyralidae (pyralid moths),"Lepidoptera (moths, butterflies)_Pyralidae (pyralid moths)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Studio in Basement,house.01.Studio in Basement,basement,3,house.01_basement_3,0,1,1,Carpet,"Orthoptera (grasshoppers, etc)",Rhaphidophoridae (camel crickets),"Orthoptera (grasshoppers, etc)_Rhaphidophoridae (camel crickets)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Araneae (spiders),Pholcidae (cellar spiders),Araneae (spiders)_Pholcidae (cellar spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Araneae (spiders),Theridiidae (cobweb spiders),Araneae (spiders)_Theridiidae (cobweb spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Blattodea (cockroaches),Blattidae (cockroaches),Blattodea (cockroaches)_Blattidae (cockroaches),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Coleoptera (beetles),Histeridae (clown beetles),Coleoptera (beetles)_Histeridae (clown beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Diptera (flies),Phoridae (scuttle flies),Diptera (flies)_Phoridae (scuttle flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Diptera (flies),Sphaeroceridae (lesser dung flies),Diptera (flies)_Sphaeroceridae (lesser dung flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,"Hymenoptera (bees, wasps, ants)",Eulophidae (chalcid wasps),"Hymenoptera (bees, wasps, ants)_Eulophidae (chalcid wasps)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,"Isopoda (woodlice, pillbugs, roly-poly's)",Armadillidiidae (pillbugs),"Isopoda (woodlice, pillbugs, roly-poly's)_Armadillidiidae (pillbugs)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,"Isopoda (woodlice, pillbugs, roly-poly's)",Oniscidae (woodlice),"Isopoda (woodlice, pillbugs, roly-poly's)_Oniscidae (woodlice)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Julida (millipedes),Un ID family,Julida (millipedes)_Un ID family,1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,"Orthoptera (grasshoppers, etc)",Rhaphidophoridae (camel crickets),"Orthoptera (grasshoppers, etc)_Rhaphidophoridae (camel crickets)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Kitchen in Basement, Below grade","house.01.Kitchen in Basement, Below grade",basement,4,house.01_basement_4,0,1,0,tile,Polydesmida (flat-backed millipedes),Un ID family,Polydesmida (flat-backed millipedes)_Un ID family,1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,Araneae (spiders),"Dysderidae (woodlouse hunters, cell spiders)","Araneae (spiders)_Dysderidae (woodlouse hunters, cell spiders)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,Araneae (spiders),Theridiidae (cobweb spiders),Araneae (spiders)_Theridiidae (cobweb spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,Collembola (springtails),Entomobryidae (slender springtails),Collembola (springtails)_Entomobryidae (slender springtails),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,"Isopoda (woodlice, pillbugs, roly-poly's)",Armadillidiidae (pillbugs),"Isopoda (woodlice, pillbugs, roly-poly's)_Armadillidiidae (pillbugs)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,"Lepidoptera (moths, butterflies)",Un ID family,"Lepidoptera (moths, butterflies)_Un ID family",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,Bathroom in basement,house.01.Bathroom in basement,basement,5,house.01_basement_5,0,0,0,tile,Polydesmida (flat-backed millipedes),Un ID family,Polydesmida (flat-backed millipedes)_Un ID family,1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 1st flr","house.01.Bathroom, 1st flr",bath,1,house.01_bath_1,1,0,0,Tile,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Coleoptera (beetles),Anobiidae (death watch beetles),Coleoptera (beetles)_Anobiidae (death watch beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Coleoptera (beetles),Silvanidae (flat bark beetles),Coleoptera (beetles)_Silvanidae (flat bark beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Diptera (flies),Calliphoridae (blow flies),Diptera (flies)_Calliphoridae (blow flies),3,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Diptera (flies),Mycetophilidae (fungus gnats),Diptera (flies)_Mycetophilidae (fungus gnats),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Diptera (flies),Sarcophagidae (flesh flies),Diptera (flies)_Sarcophagidae (flesh flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,Diptera (flies),Tipulidae (large crane flies),Diptera (flies)_Tipulidae (large crane flies),2,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Hymenoptera (bees, wasps, ants)",Eulophidae (chalcid wasps),"Hymenoptera (bees, wasps, ants)_Eulophidae (chalcid wasps)",2,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Hymenoptera (bees, wasps, ants)",Formicidae (ants),"Hymenoptera (bees, wasps, ants)_Formicidae (ants)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Hymenoptera (bees, wasps, ants)",Pompilidae (spider wasps),"Hymenoptera (bees, wasps, ants)_Pompilidae (spider wasps)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Orthoptera (grasshoppers, etc)",Gryllidae (crickets),"Orthoptera (grasshoppers, etc)_Gryllidae (crickets)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Psocodea (barklice, booklice, parasitic lice)",Liposcelididae (booklice),"Psocodea (barklice, booklice, parasitic lice)_Liposcelididae (booklice)",2,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bathroom, 2nd flr","house.01.Bathroom, 2nd flr",bath,2,house.01_bath_2,2,2,0,Tile,"Psocodea (barklice, booklice, parasitic lice)",Un ID family,"Psocodea (barklice, booklice, parasitic lice)_Un ID family",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Coleoptera (beetles),Coccinellidae (ladybugs),Coleoptera (beetles)_Coccinellidae (ladybugs),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Diptera (flies),Calliphoridae (blow flies),Diptera (flies)_Calliphoridae (blow flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Diptera (flies),Culicidae (mosquitoes),Diptera (flies)_Culicidae (mosquitoes),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Diptera (flies),Mycetophilidae (fungus gnats),Diptera (flies)_Mycetophilidae (fungus gnats),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,Diptera (flies),Phoridae (scuttle flies),Diptera (flies)_Phoridae (scuttle flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,"Hymenoptera (bees, wasps, ants)",Eulophidae (chalcid wasps),"Hymenoptera (bees, wasps, ants)_Eulophidae (chalcid wasps)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,"Hymenoptera (bees, wasps, ants)",Formicidae (ants),"Hymenoptera (bees, wasps, ants)_Formicidae (ants)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,"Isopoda (woodlice, pillbugs, roly-poly's)",Porcellionidae (woodlice),"Isopoda (woodlice, pillbugs, roly-poly's)_Porcellionidae (woodlice)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,"Lepidoptera (moths, butterflies)",Geometridae (geometrid moths),"Lepidoptera (moths, butterflies)_Geometridae (geometrid moths)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom Nursery, 1st flr","house.01.Bedroom Nursery, 1st flr",bed,1,house.01_bed_1,1,3,0,carpet,"Psocodea (barklice, booklice, parasitic lice)",Liposcelididae (booklice),"Psocodea (barklice, booklice, parasitic lice)_Liposcelididae (booklice)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,"Acari (mites, ticks)",Un ID family,"Acari (mites, ticks)_Un ID family",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Araneae (spiders),Theridiidae (cobweb spiders),Araneae (spiders)_Theridiidae (cobweb spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),2,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Diptera (flies),Calliphoridae (blow flies),Diptera (flies)_Calliphoridae (blow flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Diptera (flies),Culicidae (mosquitoes),Diptera (flies)_Culicidae (mosquitoes),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Diptera (flies),"Drosophilidae (fruit flies, vinegar flies)","Diptera (flies)_Drosophilidae (fruit flies, vinegar flies)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Diptera (flies),Tachinidae (Tachina flies),Diptera (flies)_Tachinidae (Tachina flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,"Hymenoptera (bees, wasps, ants)",Chalcididae (Chalcid wasps),"Hymenoptera (bees, wasps, ants)_Chalcididae (Chalcid wasps)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,"Hymenoptera (bees, wasps, ants)",Formicidae (ants),"Hymenoptera (bees, wasps, ants)_Formicidae (ants)",1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, 2nd flr","house.01.Bedroom, 2nd flr",bed,2,house.01_bed_2,2,3,0,carpet,Neuroptera (lacewings),Chrysopidae (green lacewings),Neuroptera (lacewings)_Chrysopidae (green lacewings),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, Master, 2nd flr","house.01.Bedroom, Master, 2nd flr",bed,3,house.01_bed_3,2,3,0,"Wood, Rug",Araneae (spiders),Theridiidae (cobweb spiders),Araneae (spiders)_Theridiidae (cobweb spiders),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, Master, 2nd flr","house.01.Bedroom, Master, 2nd flr",bed,3,house.01_bed_3,2,3,0,"Wood, Rug",Coleoptera (beetles),Dermestidae (carpet beetles),Coleoptera (beetles)_Dermestidae (carpet beetles),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
house.01,"Bedroom, Master, 2nd flr","house.01.Bedroom, Master, 2nd flr",bed,3,house.01_bed_3,2,3,0,"Wood, Rug",Diptera (flies),Phoridae (scuttle flies),Diptera (flies)_Phoridae (scuttle flies),1,86,0.12,1960,-78.670466,35.794007,72.15625,64.9713974,8.28125,13.3512583,1,1,1,1,1
